,special,podcast,podcast_airdate,podcast_sequence,radio_airdate,radio_sequence,song,artist,album,time,notes,break,asin,itunes,source
,,,,,2013-03-19,00,,,,,,X,,,wfit
,,,,,2013-03-19,01,Harvest (with Chris Stills),Rufus Wainwright,Sounds Eclectic: The Covers Project,,That's one of many,,B000OTR5WI,,wfit
,,,,,2013-03-19,02,,,,,,X,,,wfit
,,,,,2013-03-19,03,Werewolves Of London,David Lindley & El Rayo-X,Very Greasy,,Hey Kitemaking Ty!,,B001MCP780,https://itunes.apple.com/us/album/very-greasy/id298097160,wfit
,,,,,2013-03-19,04,No Fun,The Four Corners,,,Howzabout some Stooges,,B000QZQT8Q,https://itunes.apple.com/us/album/say-youre-a-scream/id20839637,wfit
,,,,,2013-03-19,05,I Want You Back (In Discovery),Discovery,,,Fuzzbomb,,B002EAP0FE,https://itunes.apple.com/us/album/lp-bonus-track-version/id319345775,wfit
,,,,,2013-03-19,06,Let's Talk Dirty in Hawaiian,Those Darlins,,,Let's talk Prine time,,B003M4Y6VA,https://itunes.apple.com/ca/album/broken-hearts-dirty-windows/id369942783,wfit
,,,,,2013-03-19,07,,,,,,X,,,wfit
,,,,,2013-03-19,08,Hot For Twinkies,The Go-Nuts,,,"It's not VH, and not not VH",,B000X6XF3A,,wfit
,,,,,2013-03-19,09,Goodbye Girl,The Shins,,,My main Squeeze,,,,wfit
,,,,,2013-03-19,10,Freddie's Dead,Fishbone,,,For Angela!,,B00138D0CS,https://itunes.apple.com/us/album/fishbone-101-nuttasaurusmeg/id186425004,wfit
,,,,,2013-03-19,11,Subterranean Homesick Blues,Michael Franti,,,Dealing in Dylan,,B006W5JF9Y,https://itunes.apple.com/us/album/chimes-freedom-songs-bob-dylan/id494451732,wfit
,,,,,2013-03-19,12,,,,,,X,,,wfit
,,,,,2013-03-19,13,Mendocino,The Essex Green,,,"Howdy, Gram!",,B000VP94UG,https://itunes.apple.com/us/album/old-enough-to-know-better/id199272351,wfit
,,,,,2013-03-19,14,Crystalised,The XX,,,"Ummm, not a cover, sorry",,B002MCJZHS,https://itunes.apple.com/gb/album/crystalised-ep/id392709227,wfit
,,,,,2013-03-19,15,Dear Prudence,Siouxsie + The Banshees,,,Could have been the Mighty Lemon Drops,,B001W5N5I6,https://itunes.apple.com/us/album/nocturne/id35968,wfit
,,,,,2013-03-19,16,California Sun (featuring Dave Alvin),Los Straitjackets,,,Ca-california,,B000QZZ6K8,https://itunes.apple.com/jp/album/sing-along-los-straitjackets/id4176313,wfit
,,,,,2013-03-19,17,,,,,,X,,,wfit
,,,,,2013-03-19,18,Memories,The Extra Glenns,,,Paging Mr. Cohen,,B000QQPRG0,https://itunes.apple.com/us/album/martial-arts-weekend/id50672797,wfit
,,,,,2013-03-19,19,I Got You (I Feel Good),Drink Me,,,Boiled down to basics,,B001A3CMK2,https://itunes.apple.com/us/album/sleep/id281155009,wfit
,,,,,2013-03-19,20,Jumpin' Jive,Joe Jackson,,,Hot standard,,B0013XN3LQ,https://itunes.apple.com/ie/album/stepping-out-very-best-joe/id14198202,wfit
,,,,,2013-03-19,21,Dancing With Myself,Nouvelle Vague,,,Somewhat more appropriate,,B0031784L6,https://itunes.apple.com/us/album/bande-a-part/id172989092,wfit
,,,,,2013-03-19,22,,,,,,X,,,wfit
,,,,,2013-03-19,23,Hawaii Take 5-O,The Squirrels,,,Unholy matrimony,,,,wfit
,,,,,2013-03-19,24,I Wonder What She's Doing Tonight,Young Fresh Fellows,,,Savaging the oldies,,Because-Ha,,wfit
,,,,,2013-03-19,25,Immigrant Song,Dread Zeppelin,,,Too much to think about,,B000TRXNP8,https://itunes.apple.com/us/album/un-led-ed/id14552221,wfit
,,,,,2013-03-19,26,Lightning Strikes (Not Once But Twice),London Calling Of Chicago,,,Funky Clash,,B000S5AUK2,https://itunes.apple.com/ca/album/the-sandinista!-project/id256099883,wfit
,,,,,2013-03-19,27,,,,,,X,,,wfit
,,,,,2013-03-19,28,Photograph,Camper Van Beethoven,,,Ringo’s underrated anthem,,B00AW9K6W6,https://itunes.apple.com/au/album/camper-vantiquities/id475000237,wfit
,,,,,2013-03-19,29,Mission: Impossible Theme/Norwegian Wood,Alan Copeland,,,Another 5/4 medley?,,,,wfit
,,,,,2013-03-19,30,How Soon Is Now?,Mike Viola And The Section Quartet,,,"Written for strings, don’t you think?",,B006HS29DA,https://itunes.apple.com/us/album/please-please-please-tribute/id480229288,wfit
,,,,,2013-03-19,31,Havalina,They Might Be Giants,,,Bringing home the bacon,,B00626MNC4,https://itunes.apple.com/gb/album/album-raises-new-troubling/id478677360,wfit
,,,,,2013-03-19,32,,,,,,X,,,wfit
,,,,,2013-03-19,33,Blackbird,Jaco Pastorius,,,Probably my favorite Beatles cover,,B007B6VT2E,https://itunes.apple.com/us/album/word-of-mouth/id504179391,wfit
,,,,,2013-03-19,34,Six Feet of Chain,Cagney & Lacee,Done,,Lee Hazelwood isn’t half as dejected,,B0000020AK,,wfit
,,,,,2013-03-19,35,Strawberry Fields Forever,Los Fabulosos Cadillacs,,,Campos de fresas,,B001N0QX48,https://itunes.apple.com/us/album/rey-azucar-remasterizado-2008/id298978549,wfit
,,,,,2013-03-19,36,Memphis Tennessee,Silicon Teens,,,Digitally yours,,B000026ZEI,https://itunes.apple.com/ie/album/music-for-parties/id39342041,wfit
,,,,,2013-03-19,37,,,,,,X,,,wfit
,,,,,2013-03-19,38,Wild and Blue,The Mekons,,,A John Anderson waltz,,B00005ABLV,,wfit
,,,,,2013-03-19,39,Babooshka 2009,Miss Platnum,,,Kate Bush never saw it coming,,Babooshka-,https://itunes.apple.com/us/album/the-sweetest-hangover/id379186913,wfit
,,,,,2013-03-19,40,Worried Shoes,Daniel Smith / Sufjan Stevens,,,Daniel Johnston’s tortured genius,,B000SXJ9SS,https://itunes.apple.com/us/album/i-killed-the-monster/id208907574,wfit
,,,,,2013-03-19,41,The Midnight Special 2002,Mischief Brew,,,Rough and ready,,B000QZZTQE,https://itunes.apple.com/ie/album/songs-from-under-the-sink/id128873519,wfit
,,,,,2013-03-19,42,,,,,,X,,,wfit
,,,,,2013-03-19,43,Blue Monday,Tanghetto,,,Not quite as danceable,,B007RTUWL4,https://itunes.apple.com/us/album/best-tanghetto-deluxe-edition/id516945223,wfit
,,,,,2013-03-26,00,,,,,,X,,,wfit
,,,,,2013-03-26,01,Rehab,The Time And Space Machine,Back to Back to Black,,A popular choice,,,,wfit
,,,,,2013-03-26,02,,,,,,X,,,wfit
,,,,,2013-03-26,03,Funky Was the State of Affairs,Fergus & Geronimo,Funky Was the State of Affairs,,Very funky indeed,,B008OBL0MO,https://itunes.apple.com/us/album/funky-was-the-state-of-affairs/id539761044,wfit
,,,,,2013-03-26,04,Anna (El Negro Zumbon),Esquivel,"Infinity In Sound, Vol. 2",,Mejico majico!,,B004ULIS4A,https://itunes.apple.com/gb/album/infinity-in-sound-vol.-2/id428851408,wfit
,,,,,2013-03-26,05,Bhajan,The Anubian Lights,Phantascope,,Warbly groove,,B00122FTZQ,https://itunes.apple.com/us/album/lazytown/id79903187?i=79903179,wfit
,,,,,2013-03-26,06,Tavern Song,Jon and Roy,Let It Go,,Instrumental and sad,,B00872445U,https://itunes.apple.com/us/album/let-it-go/id531263264,wfit
,,,,,2013-03-26,07,,,,,,X,,,wfit
,,,,,2013-03-26,08,Gun Has No Trigger,Dirty Projectors,Swing Lo Magellan,,Makes me woozy,,B008EEWZQ6,https://itunes.apple.com/us/album/swing-lo-magellan/id529617790,wfit
,,,,,2013-03-26,09,Hey! Bellboy!,Gloria Wood,Cocktail Capers,,That voice!,,B000TDFK8U,https://itunes.apple.com/us/album/ultra-lounge-vol.-8-cocktail/id219982786,wfit
,,,,,2013-03-26,10,Long Distance,The Districts,Telephone,,It's a long song too,,B008JTS8ZI,https://itunes.apple.com/us/album/telephone/id541981287?ign-mpt=uo%3D4,wfit
,,,,,2013-03-26,11,San Francisco,Foxygen,We Are the 21st Century Ambassadors of Peace & Magic,,"Dang, it's trippy",,B00AXVH8KQ,https://itunes.apple.com/us/album/we-are-21st-century-ambassadors/id582441972,wfit
,,,,,2013-03-26,12,,,,,,X,,,wfit
,,,,,2013-03-26,13,Dance Wid' Me,Hepcat,Out of Nowhere,,Some classy stuff,,B0012QK7KE,https://itunes.apple.com/us/album/out-of-nowhere/id271941083,wfit
,,,,,2013-03-26,14,Carol Brown,Flight Of The Conchords,I Told You I Was Freaky,,Let's list some women,,B002S26PFM,https://itunes.apple.com/ie/album/carol-brown/id335064254?i=335064390,wfit
,,,,,2013-03-26,15,Cold Cold Water,Mirah,Cold Cold Water,,Back when she had a shorter name,,B0013MY9K6,https://itunes.apple.com/us/album/cold-cold-water/id260015258,wfit
,,,,,2013-03-26,16,Tomorrow (DFA remix),Clinic,Motion Sickness,,Stutter your way to the end,,B0017QJP5W,https://itunes.apple.com/us/album/do-it!/id277056334,wfit
,,,,,2013-03-26,17,,,,,,X,,,wfit
,,,,,2013-03-26,18,Dreamsicle Bomb,Black Moth Super Rainbow,Cobra Juicy,,"Oooo, psychedelic!",,B0098HG6TA,https://itunes.apple.com/gb/album/cobra-juicy/id561311181,wfit
,,,,,2013-03-26,19,Beat de la Romantique,RAS,"Ten Years, Who Cares? (Disc 1)",,Feeling the shuffle,,B00168BZ1S,https://itunes.apple.com/us/album/ten-years-who-cares/id257340805,wfit
,,,,,2013-03-26,20,Don't Pass Me By,Field Music,Play,,What strange Beatles amalgam is this?,,B008MBZL5S,https://itunes.apple.com/us/album/heart/id559857858?i=559858013,wfit
,,,,,2013-03-26,21,,,,,,X,,,wfit
,,,,,2013-03-26,22,Here Come The Bastards,Primus,,,"Grind it down, Primus",,B000V674QQ,https://itunes.apple.com/us/album/sailing-the-seas-of-cheese/id109092,wfit
,,,,,2013-03-26,23,Tu-Ber-Cu-Lucas And The Sinus Blues,David Lindley,El Rayo-X,,Watch out for him,,B001MEBI90,https://itunes.apple.com/ca/album/el-rayo-x/id298088969,wfit
,,,,,2013-03-26,24,Amy aka Spent Gladiator 1,The Mountain Goats,Transcendental Youth,,Who was that voice?,,B009CHAZSO,https://itunes.apple.com/us/album/transcendental-youth/id547374887,wfit
,,,,,2013-03-26,25,Zsa Manca (Dapayk remix),!DelaDap,"The Balkan Club Night, Volume 2",,Herken jerken,,B000QQV8KE,https://itunes.apple.com/us/album/jeg-tan-+-zsa-manca/id62287590,wfit
,,,,,2013-03-26,26,,,,,,X,,,wfit
,,,,,2013-03-26,27,Switch,Amon Tobin,Permutation,,"Bass, bass, bass",,B000QZSMYA,https://itunes.apple.com/us/album/permutation/id416328412,wfit
,,,,,2013-03-26,28,Going Up The Country,"Kitty, Daisy & Lewis",Going up the Country,,Hooo-weee!,,B00AI8WKTI,https://itunes.apple.com/us/album/kitty-daisy-lewis/id583560945,wfit
,,,,,2013-03-26,29,Norman Bates,The Burning Of Rome,Death-Pop,,It's like the title and artist are reversed,,B001BLRLEA,https://itunes.apple.com/us/album/death-pop/id276836496,wfit
,,,,,2013-03-26,30,,,,,,X,,,wfit
,,,,,2013-03-26,31,Out On The Weekend,Girls in Hawaii,Sounds Eclectic: the Covers Project,,"Young, Neil Young",,B000OTR5WI,,wfit
,,,,,2013-03-26,32,Forbidden Planet,MC Frontalot,Secrets From the Future,,For FFF,,B001BMQ9ZG,https://itunes.apple.com/ie/album/secrets-from-the-future/id253052195,wfit
,,,,,2013-03-26,33,The Puritan,Blur,Under the Westway,,Quite back,,B00A1G68FY,https://itunes.apple.com/us/album/under-the-westway-single/id540344006,wfit
,,,,,2013-03-26,34,,,,,,X,,,wfit
,,,,,2013-03-26,35,When Heads Collide,Arsenal,Factory Smog Is A Sign Of Progress / Manipulator,,"Neverending, you know",,B0088WJ9S6,https://itunes.apple.com/us/album/when-heads-collide/id533370834?i=533371006,wfit
April 2013,,,,,,,,,,,,,,,
,,,,,2013-04-02,00,,,,,,X,,,wfit
,,,,,2013-04-02,01,No Fun,Four Corners,Say You’re A Scream,,Noisy grits,,B000QZQT8Q,https://itunes.apple.com/us/album/say-youre-a-scream/id20839637,wfit
,,,,,2013-04-02,02,,,,,,X,,,wfit
,,,,,2013-04-02,03,You Mess Me Up,The New Mastersounds,Out On the Faultline,,Unh ya,,B009F2F9J6,https://itunes.apple.com/us/album/out-on-the-faultline/id564097273,wfit
,,,,,2013-04-02,04,Are You Receiving Me?,XTC,The Compact XTC,,Classic shiver,,B000T00MSG,https://itunes.apple.com/gb/album/the-compact-xtc/id15808468,wfit
,,,,,2013-04-02,05,Primitive Girl,M. Ward,A Wasteland Companion,,Sort of a twofer medley,,B007Q5D2MA,https://itunes.apple.com/us/album/theres-a-key/id499594493?i=499594502,wfit
,,,,,2013-04-02,06,Drop Of A Hat,Funland,Sweetness,,Cover artwork by Peter Bagge!,,B000008FUC,,wfit
,,,,,2013-04-02,07,,,,,,X,,,wfit
,,,,,2013-04-02,08,The Charango Song,Chris Robley + the Fear of Heights,Ghosts' Menagerie,,I left mine on the llama!,,B003XI8BX4,https://itunes.apple.com/us/album/ghosts-menagerie/id384466664,wfit
,,,,,2013-04-02,09,Las Calaveras,Gabriel Rios,Angelhead,,Excellent album,,B001J6QW10,https://itunes.apple.com/us/album/ghosts-menagerie/id384466664,wfit
,,,,,2013-04-02,10,Ironic Trucker Hat,Whiskey Daredevils,Essential Whiskey Daredevils,,Still relevant ten years later? Sad,,B001GXNASE,https://itunes.apple.com/us/album/essential-whiskey-daredevils/id287799257,wfit
,,,,,2013-04-02,11,Ziggy Stardust (David Bowie),Andrew Jackson Jihad,Rompilation,,"Rough around the edges, nice",,B008IMWGHC,https://itunes.apple.com/us/album/rompilation/id543058630,wfit
,,,,,2013-04-02,12,,,,,,X,,,wfit
,,,,,2013-04-02,13,New York City,Cub,"Come Out, Come Out",,"Hey, TMBG!",,B0029QQWW8,https://itunes.apple.com/us/album/isabelle/id463668834?i=463668841,wfit
,,,,,2013-04-02,14,False Pretense,Love Is All,Two Thousand And Ten Injuries,,"Swedish, you say",,B003BNABS4,https://itunes.apple.com/us/album/two-thousand-and-ten-injuries/id360750842,wfit
,,,,,2013-04-02,15,So Alive,Love and Rockets,Love and Rockets,,Like a time machine,,B000S5DXSI,https://itunes.apple.com/us/album/love-and-rockets/id3023452,wfit
,,,,,2013-04-02,16,Komputa Groove,Slope,"Ten Years, Who Cares? (Disc 2)",,Spelt krektly,,B00168BZ1S,https://itunes.apple.com/us/album/komputa-groove-want-choo-longa/id447372744,wfit
,,,,,2013-04-02,17,,,,,,X,,,wfit
,,,,,2013-04-02,18,I Will Survive,The Puppini Sisters,Betcha Bottom Dollar,,It's like an anthem,,B000W20O1Q,https://itunes.apple.com/ca/album/betcha-bottom-dollar/id252385025,wfit
,,,,,2013-04-02,19,Cherry Blossoms,Baby Grand,Arts & Leisure,,Adorable!,,B007FH3FHQ,https://itunes.apple.com/us/album/arts-leisure/id505688565,wfit
,,,,,2013-04-02,20,Nkango,The Very Best,MTMTMK,,Short and African,,B0085LHBWG,https://itunes.apple.com/us/album/adani/id528435999?i=528436813,wfit
,,,,,2013-04-02,21,Toys,Amon Tobin,Permutation,,Sizzling beats,,B000QZSMYA,https://itunes.apple.com/us/album/permutation/id416328412,wfit
,,,,,2013-04-02,22,,,,,,X,,,wfit
,,,,,2013-04-02,23,Earthling Men,Fergus & Geronimo,Funky Was the State of Affairs,,What's in the Denton water?,,B008OBL0MO,https://itunes.apple.com/us/album/funky-was-the-state-of-affairs/id539761044,wfit
,,,,,2013-04-02,24,Outta Gear,Los Straitjackets,!Viva! Los Straitjackets,,Live and unstoppable,,B0056D5RAO,https://itunes.apple.com/us/album/!viva!-los-straitjackets/id443630552,wfit
,,,,,2013-04-02,25,Terrapin,Field Music,Play,,How strange,,B0035OTY3W,https://itunes.apple.com/us/album/field-music-play.../id559857858,wfit
,,,,,2013-04-02,26,Blurring My Day,Black Moth Super Rainbow,Cobra Juicy,,Pronouncing the p in psychedelia,,B0098HG6TA,https://itunes.apple.com/gb/album/cobra-juicy/id561311181,wfit
,,,,,2013-04-02,27,,,,,,X,,,wfit
,,,,,2013-04-02,28,X Marks the Spot,Jim Noir,Jimmy's Show,,"New stuff, finally",,B00968MBPO,https://itunes.apple.com/gb/album/tea/id555369556?i=555369567&affId=1877127&ign-mpt=uo%3D4,wfit
,,,,,2013-04-02,29,Gigantic,Allison With One,Pixies Fuckin' Die!,,A big big lug,,B0000457HR,,wfit
,,,,,2013-04-02,30,Akaka Falls,Jake Shimabukuro,Grand Ukulele,,Plus the Family Guy theme,,B009GPZCYE,https://itunes.apple.com/us/album/grand-ukulele/id563743583,wfit
,,,,,2013-04-02,31,Ring Sweet Mercy,Tricky Woo,Les Sables Magiques,,That was very involved,,B007S81K2E,https://itunes.apple.com/ie/album/les-sables-magiques/id77930138,wfit
,,,,,2013-04-02,32,,,,,,X,,,wfit
,,,,,2013-04-02,33,Firecracker,Steel Train,Trampoline,,Still not sure what to think,,B0014L9ELU,https://itunes.apple.com/us/album/trampoline/id274929640,wfit
,,,,,2013-04-02,34,Smiler,The Saboteurs,Smiler,,A good shut up for a change,,,,wfit
,,,,,2013-04-02,35,Goldfish Bowl,Gabby Young & Other Animals,The Band Called Out For More,,It's got people calling in,,B00849JSM0,https://itunes.apple.com/us/album/were-all-in-this-together/id430043086,wfit
,,,,,2013-04-02,36,La Poupee Qui Fait Non,St. Etienne,Tiger Bay,,The real deal,,B003A8YRM6,https://itunes.apple.com/dk/album/tiger-bay-deluxe-edition/id367262019,wfit
,,,,,2013-04-02,37,,,,,,X,,,wfit
,,,,,2013-04-02,38,Dachziegelkauer,Bodenstandig 2000,Maxi German Rave Blast Hits 3,,"German looping, very precise",,B00147K65M,,wfit
,,,,,2013-04-02,39,Don't Like People,Country Teasers,Satan Is Real Again,,Play it late,,B003GPMCFC,https://itunes.apple.com/us/album/satan-is-real-again/id367009037,wfit
,,,,,2013-04-02,40,Walkaway,Thee Shams,Take Off,,"Aww, slawwpy yeah",,B0040G9D1W,https://itunes.apple.com/us/album/me-no-more/id305317231?i=305317248,wfit
,,,,,2013-04-02,41,From Black Sheep,Susan James,Fantastic Voyage,,Baaaa baa baaaaa,,B00000AFKF,,wfit
,,,,,2013-04-02,42,,,,,,X,,,wfit
,,,,,2013-04-02,43,Applesauce,Animal Collective,Centipede Hz,,Minimalizing stuff,,B00932H1HG,https://itunes.apple.com/gb/album/centipede-hz/id543934237,wfit
,,,,,2013-04-09,00,Replay of 2012-10-30,,,,,X,,,wfit
,,,,,2013-04-30,00,,,,,,X,,,wfit
,,,,,2013-04-30,01,Call You Mom,They Might Be Giants,Nanobots,,It's growing on me,,B00B0NCP2W,https://itunes.apple.com/gb/album/nanobots-ep/id597498457,wfit
,,,,,2013-04-30,02,In Your Head,Gabby Young & Other Animals,The Band Called Out For More,,Bombastic in a good way,,B00849JSM0,https://itunes.apple.com/us/album/the-band-called-out-for-more/id528375194,wfit
,,,,,2013-04-30,03,Romania,La Zikabilo,Volume 1,,Taking on a classic,,B001EUPVHW,https://itunes.apple.com/au/album/la-zikabilo-vol.-1/id289327596,wfit
,,,,,2013-04-30,04,I Often Dream of Trains,Firewater,Songs We Should Have Written,,Librarians love the Hitchcock,,B0089QMRXU,https://itunes.apple.com/us/album/songs-we-should-have-written/id531466502,wfit
,,,,,2013-04-30,05,,,,,,X,,,wfit
,,,,,2013-04-30,06,This Is Hi-Fi,Mission Of Burma,Unsound,,Noise original,,B0084HOTTY,https://itunes.apple.com/us/album/unsound/id528551155,wfit
,,,,,2013-04-30,07,Fatty Boom Boom!,Westbound Train,Transitions,,Boston rocksteady,,B000YQOW3G,https://itunes.apple.com/au/album/transitions/id272122928,wfit
,,,,,2013-04-30,08,Big Time,Medeski Martin + Wood,The Dropper,,It's the big time indeed,,B000TEPFZW,https://itunes.apple.com/ng/album/the-dropper/id16028221,wfit
,,,,,2013-04-30,09,Extinguished (feat. Cheick Tidiane Seck),Rocket Juice & The Moon,Rocket Juice & the Moon,,What's that instrument?,,B007KT6UHG,https://itunes.apple.com/us/album/rocket-juice-the-moon/id506658365,wfit
,,,,,2013-04-30,10,,,,,,X,,,wfit
,,,,,2013-04-30,11,Grant Hart,The Posies,Alive Before The Iceberg,,Bonus points if you know who,,B004QMWDNU,https://itunes.apple.com/us/album/alive-before-the-iceberg/id423335224,wfit
,,,,,2013-04-30,12,Ragtime Band,The Blue Rags,Eat At Joe’s,,Don't we all,,B000YMWWK0,https://itunes.apple.com/us/album/eat-at-joes/id3266665,wfit
,,,,,2013-04-30,13,Car Bomb Derby,Electrocute,Troublesome Bubblegum,,Not appropriate at all,,B001RXDREA,https://itunes.apple.com/ie/album/troublesome-bubblegum/id162528753,wfit
,,,,,2013-04-30,14,Weed,1990s,Cookies,,Losing friends,,B002LVAUPQ,https://itunes.apple.com/ca/album/weed/id327611821?i=327611974,wfit
,,,,,2013-04-30,15,Before Kiddos Bath,Dumbo Gets Mad,Quantum Leap,,"Italian psychedelia, yeah",,,,wfit
,,,,,2013-04-30,16,,,,,,X,,,wfit
,,,,,2013-04-30,17,Ann Coulter,Bronx Cheerleader,Real Punks Don't Sing About Girls,,What about her,,B0072V93RG,https://itunes.apple.com/us/album/real-punks-dont-sing-about/id498591421,wfit
,,,,,2013-04-30,18,Treat Her Right (featuring Mark Lindsay),Los Straitjackets,Sing Along WIth,,A rare vocal turn,,B000QZZ6K8,https://itunes.apple.com/us/album/sing-along-los-straitjackets/id4176313,wfit
,,,,,2013-04-30,19,El Camino,Japonize Elephants,La Fête Du Cloune-Pirate,,High weirdness,,B000X6VDCK,https://itunes.apple.com/ie/album/le-fete-du-cloune-pirate/id202289098,wfit
,,,,,2013-04-30,20,Fire And Brimstone,Link Wray,Country Funk 1969 - 1975,,"Yes, that Link Wray",,B008H7Q2J6,https://itunes.apple.com/ie/album/link-wray/id250318287,wfit
,,,,,2013-04-30,21,,,,,,X,,,wfit
,,,,,2013-04-30,22,Tropical Depression,The Night Marchers,Allez Allez,,You got a problem with that?,,B00AZ0DUES,https://itunes.apple.com/ca/album/allez!-allez!/id588556676,wfit
,,,,,2013-04-30,23,Earthling Women,Fergus & Geronimo,Funky Was the State of Affairs,,Can't get enough of these earthlinkg women,,B008OBL0MO,https://itunes.apple.com/us/album/funky-was-the-state-of-affairs/id539761044,wfit
,,,,,2013-04-30,24,Take My Brain Away,Young Fresh Fellows,Totally Lost,,I still have my paperwork!,,B0073CDP9G,https://itunes.apple.com/us/album/totally-lost/id498679484,wfit
,,,,,2013-04-30,25,I Want You Back,We Were Pirates,Change,,Not the Jackson 5 song,,B006XFASGC,https://itunes.apple.com/us/album/change/id495344256,wfit
,,,,,2013-04-30,26,Hey Joe,Blitzen Trapper,Hey Joe,,This sounds bearded,,Blitzen-Tr,,wfit
,,,,,2013-04-30,27,,,,,,X,,,wfit
,,,,,2013-04-30,28,Hey Leopard,Cannanes + Steward,Goodbye To Everything You Love,,NZ noize,,B0013R5ZQ8,,wfit
,,,,,2013-04-30,29,Carioca da Gema,Paulo Cesar,This is Samba Vol. 1,,Classic samba,,B0012XAZEA,,wfit
,,,,,2013-04-30,30,Hairspray Heart,Black Moth Super Rainbow,Cobra Juicy,,Going out to Manny,,B0098HG6TA,https://itunes.apple.com/us/album/cobra-juicy/id561311181,wfit
