source,published,airdate,episode,sequence,song,artist,artist_slug,album,time,notes
podcast,no,2009-11-13,0027,16,Acoustic PVC,Metal Molly,metal-molly,,,The acoustic version of this song
podcast,no,2009-11-13,0027,17,Dance This Mess Around,Asylum Street Spankers,asylum-street-spankers,,4:37,As popularized by the B-52s
podcast,no,2009-11-13,0027,18,Bienvenidos a mi Disco,Mexican Institute of Sound,mexican-institute-of-sound,,,From the early years
podcast,no,2009-11-13,0027,19,BREAK
podcast,no,2009-11-13,0027,20,Cadillac,Combustible Edison,combustible-edison,,,From the soundtrack to La Dolce Vita
podcast,no,2009-11-17,0028,1,The Rabbit,Bishop Allen,bishop-allen,,,My current favorite band
podcast,no,2009-11-17,0028,2,Ingrata,Café Tacuba,cafe-tacuba,,,Happy fun music... if you don’t speak Spanish
podcast,no,2009-11-17,0028,3,Fly Away Little Butterfly,The Red Elvises,red-elvises,,,Six String Samurai -- watch and wonder
podcast,no,2009-11-17,0028,4,Two Beats Off,Fugazi,fugazi,,,Hard to get harder than Fugazi
podcast,no,2009-11-17,0028,5,BREAK
podcast,no,2009-11-17,0028,6,Zombie Part 2,Nile Rogers And Roy Hargrove And Money Mark,nile-rogers-roy-hargrove-money-mark,,,"The Fela classic, reheated"
podcast,no,2009-11-17,0028,7,Variation One,Stereolab,stereolab,,,Unmistakably boopy
podcast,no,2009-11-17,0028,8,Sun Gone Down,House of Freaks,house-of-freaks,,,A band tragically interrupted
podcast,no,2009-11-17,0028,9,Shake Yer Mop,Nevada Bachelors,nevada-bachelors,,,!(bacherlors) && !(from_nevada)
podcast,no,2009-11-17,0028,10,BREAK
podcast,no,2009-11-17,0028,11,Victoria,The Kinks,kinks,,,Kinks and queens.
podcast,no,2009-11-17,0028,12,Edward II,Julia P. Hersheimer,julia-p-hersheimer,,4:07,Haunting music from the Low Countries
podcast,no,2009-11-17,0028,13,Come Back To Me,Chang Siao Ying,chang-siao-ying,,,From the Asian Takeaway compilation
podcast,no,2009-11-17,0028,14,BREAK
podcast,no,2009-11-17,0028,15,Lust For Life,Iggy Pop,iggy-pop,,,A classic. Indubitably.
podcast,no,2009-11-17,0028,16,Everything Oscillates,The Negatones,negatones,,,Oopsy!
podcast,no,2009-11-17,0028,17,Peaches,The Presidents of The United States of America,presidents-of-united-states-of-america,,2:51,It’s peaches’ last gasp
podcast,no,2009-11-17,0028,18,Tonight,Koop,koop,,,Swinging in 5/4
podcast,no,2009-11-17,0028,19,BREAK
podcast,no,2009-11-17,0028,20,Sidi Mansour,Sir Richard Bishop,sir-richard-bishop,,,"I hear he plays weddings, too."
wfit,no,2009-11-17,,1,Memories,The Extra Glenns,extra-glenns,,4:00,Like only Leonard Cohen can write
wfit,no,2009-11-17,,2,BREAK
wfit,no,2009-11-17,,3,Silence Is Golden,Forro In The Dark,forro-in-dark,,,Seduction your name is Brazil
wfit,no,2009-11-17,,4,Wrong Side Of The Tracks,Hugh Cornwell,hugh-cornwell,,3:38,Big nods to Hendrix on this one
wfit,no,2009-11-17,,5,You Belong To Me,Flat Duo Jets,flat-duo-jets,,3:43,Drawling on a classic
wfit,no,2009-11-17,,6,The Bevel Collector,Alex Arrowsmith,alex-arrowsmith,,,“I’ll show you my bevels on the overhead projector”
wfit,no,2009-11-17,,7,BREAK
wfit,no,2009-11-17,,8,Alright,Supergrass,supergrass,,,From “I Should Coco”
wfit,no,2009-11-17,,9,Wrong,True Love,true-love,,,Whatever happened to True Love?
wfit,no,2009-11-17,,10,Switched On,Islands,islands,,,The new synth-pop
wfit,no,2009-11-17,,11,Drum Rhythm A (Music For Ballet Exercises),Koop,koop,,,Music box for robots
wfit,no,2009-11-17,,12,BREAK
wfit,no,2009-11-17,,13,Lady Madonna,The Beatles,beatles,,,Wonderfully remastered
wfit,no,2009-11-17,,14,Hey Bulldog,Firewater,firewater,,,Wonderfully reimagined
wfit,no,2009-11-17,,15,Frendamine,Marmoset,marmoset,,,Exceedingly disharmonious?
wfit,no,2009-11-17,,16,She All Right,Dr. Frank,dr-frank,,,Also of the Mr. T Experience
wfit,no,2009-11-17,,17,BREAK
wfit,no,2009-11-17,,18,Insanely Jealous,The Soft Boys,soft-boys,,,Lost gems
wfit,no,2009-11-17,,19,Bucovina Original,Shantel,shantel,,,From the new Planet Paprika
wfit,no,2009-11-17,,20,SubPar Chromosone,Drool Brothers,drool-brothers,,,They’re laughing at you man...
wfit,no,2009-11-17,,21,Conoid Tone,Higher Intelligence Agency,higher-intelligence-agency,,5:53,Some sort of tone for sure.
wfit,no,2009-11-17,,22,BREAK
wfit,no,2009-11-17,,23,YOUR Mexican Restaurant,Young Fresh Fellows,young-fresh-fellows,,,"Their new one, produced by Robyn Hitchcock"
wfit,no,2009-11-17,,24,Waste Of Time,The Fastbacks,fastbacks,,,With Kurt Bloch!
wfit,no,2009-11-17,,25,I Guess Yes,Blithe,blithe,,,Swedish amalgam of wtf
wfit,no,2009-11-17,,26,Sugar Blaster,The Starlight Mints,starlight-mints,,,Blasting back to their first album
wfit,no,2009-11-17,,27,BREAK
wfit,no,2009-11-17,,28,Fire,The Crazy World Of Arthur Brown,crazy-world-of-arthur-brown,,,Going out to Broadhurst
wfit,no,2009-11-17,,29,Sexy Creature,Fort Lauderdale,fort-lauderdale,,2:09,Name that commercial
wfit,no,2009-11-17,,30,Cynical Girl,Marshall Crenshaw,marshall-crenshaw,,,Where’s my cynical girl?
wfit,no,2009-11-17,,31,Suicide King,Mary My Hope,mary-my-hope,,,"Oh James, you’re so dramatic."
wfit,no,2009-11-17,,32,BREAK
wfit,no,2009-11-17,,33,Mushroom Maniac,Mojo Nixon,mojo-nixon,,,Mojo is wise
wfit,no,2009-11-17,,34,Milk Bomb,Spot 1019,spot-1019,,,Lost in the mail for two years
wfit,no,2009-11-17,,35,Doctor My Eyes,Ben Folds,ben-folds,,3:11,From the Banger Sisters soundtrack
wfit,no,2009-11-17,,36,I've Got Ninjas!,Boat,boat,,,Masters of the non-sequitur
wfit,no,2009-11-17,,37,BREAK
wfit,no,2009-11-17,,38,Three Little Words,The Mondo Crescendo,mondo-crescendo,,,Catchy like the daycare flu
wfit,no,2009-11-17,,39,I Hate You,Frankenixon,frankenixon,,,Why not them?
wfit,no,2009-11-17,,40,Hammering The Cramps,Sparklehorse,sparklehorse,,,Vivadixiesubmarinetransmissionplot?
wfit,no,2009-11-17,,41,Throw The Wine,Swell,swell,,,Adrift in a sea of honey
wfit,no,2009-11-17,,42,BREAK
wfit,no,2009-11-17,,43,Yellow Cab,China Dub Soundsystem,china-dub-soundsystem,,,Featuring Martin Atkins
podcast,no,2009-11-20,0029,1,Sticky Dew,OFFICE,office,,,"From the entirely free download, Mecca"
podcast,no,2009-11-20,0029,2,Chelsea Burns,Keren Ann,keren-ann,,,Slow like Low
podcast,no,2009-11-20,0029,3,The State That I Am In,Belle and Sebastian,belle-sebastian,,,"Dozing off, so pleasant"
podcast,no,2009-11-20,0029,4,BREAK
podcast,no,2009-11-20,0029,5,Would you... ?,Plaster,plaster,,,Spazzy and skankin’
podcast,no,2009-11-20,0029,6,Secret Door,Arctic Monkeys,arctic-monkeys,,,Veddy British
podcast,no,2009-11-20,0029,7,Crush The Pill,Mason Jennings,mason-jennings,,,Short and sweet and bitter
podcast,no,2009-11-20,0029,8,I Guess We're Done,The Wrens,wrens,,,Chiming us off into the sunset
podcast,no,2009-11-20,0029,9,BREAK
podcast,no,2009-11-20,0029,10,Walt Whitman,My Robot Friend,my-robot-friend,,,Because poets kick ass
podcast,no,2009-11-20,0029,11,Borateen,Self,self,,,What started it all for me
podcast,no,2009-11-20,0029,12,"Ó, Ég Er Svo Svöng!",Bellatrix,bellatrix,,,Members of the Sugarcubes?
podcast,no,2009-11-20,0029,13,Printer-Painter,Coyle & Sharpe,coyle-sharpe,,,Which is it!
podcast,no,2009-11-20,0029,14,BREAK
podcast,no,2009-11-20,0029,15,Cue The Elephants,Bishop Allen,bishop-allen,,,More of that Bishop Allen kick
podcast,no,2009-11-20,0029,16,Masters,Schneider TM,schneider-tm,,,Were you nodding off?
podcast,no,2009-11-20,0029,17,Mahalageasca (Bucovina Dub),Mahala Rai Banda,mahala-rai-banda,,,The Balkan is of nonstop!
podcast,no,2009-11-20,0029,18,City,Capitol K,capitol-k,,,Bring on the sonic bricolage
podcast,no,2009-11-20,0029,19,BREAK
podcast,no,2009-11-20,0029,20,She's Like A Rainbow,Cub,cub,,,The spookiest Rolling Stones song there is
podcast,no,2009-11-24,0030,1,Growin' A Beard,Ben Vaughn,ben-vaughn,,,Quite the activity
podcast,no,2009-11-24,0030,2,Good Morning Boyfriend,Tulip Sweet and Her Trail of Tears,tulip-sweet-her-trail-of-tears,,,WTF is this about? Is that a theremin?
podcast,no,2009-11-24,0030,3,"Don't Think Twice, It's All Right",Bob Dylan,bob-dylan,,3:39,"Goin’ out to Broadhurst, I think"
podcast,no,2009-11-24,0030,4,BREAK
podcast,no,2009-11-24,0030,5,Assassination Polka,Zzzz,zzzz,,,Can you dance to this?
podcast,no,2009-11-24,0030,6,Middle-Case Keyboards,Sir Millard Mulch,sir-millard-mulch,,,This woman loathes the listener
podcast,no,2009-11-24,0030,7,Riri,Dim Dim,dim-dim,,3:38,Dutch and very detailed
podcast,no,2009-11-24,0030,8,Party Started,The Cat Empire,cat-empire,,,"From our sister city of Melbourne, AUS"
podcast,no,2009-11-24,0030,9,BREAK
podcast,no,2009-11-24,0030,10,My Cello,Dan Hicks,dan-hicks,,,"So suave, that Hicks boy"
podcast,no,2009-11-24,0030,11,We Will Walk,Matisyahu,matisyahu,,,Rhymes of the chosen
podcast,no,2009-11-24,0030,12,Ride It On,Mazzy Star,mazzy-star,,,Dedicated to the Librarian
podcast,no,2009-11-24,0030,13,BREAK
podcast,no,2009-11-24,0030,14,Have A Heart,Bettie Serveert,bettie-serveert,,,"Belgian, Canadian, what have you"
podcast,no,2009-11-24,0030,15,Immigrant Child,Shantel,shantel,,,Romania-mania
podcast,no,2009-11-24,0030,16,My Love,The Bronx,bronx,,,"That should do it for Mariachi El Bronx, for now"
podcast,no,2009-11-24,0030,17,Angst In My Pants,Sparks,sparks,,,From the mythical Valley Girl soundtrack
podcast,no,2009-11-24,0030,18,BREAK
podcast,no,2009-11-24,0030,19,Blue Monday,New Order,new-order,,,"Bigtime oldschool, by request"
podcast,no,2009-11-27,0031,1,Gouge Away,The Promise Ring,promise-ring,,,From the Pixies’ Doolittle
podcast,no,2009-11-27,0031,2,BREAK
podcast,no,2009-11-27,0031,3,La La La,Mexican Institute of Sound,mexican-institute-of-sound,,,¡Viva Mexico!
podcast,no,2009-11-27,0031,4,Wrestling Song,Danielle Howle,danielle-howle,,,"O man, that voice"
podcast,no,2009-11-27,0031,5,High Bell,Flaming Fire,flaming-fire,,,Carrying Bongwater’s freak torch
podcast,no,2009-11-27,0031,6,BREAK
podcast,no,2009-11-27,0031,7,What U Gonna Do,Jim Noir,jim-noir,,,A new album soon
podcast,no,2009-11-27,0031,8,The Sun And The Moon And The Stars In The Sky,Low Frequency In Stereo,low-frequency-in-stereo,,,Implacable
podcast,no,2009-11-27,0031,9,What A Shame,The Kingsbury Manx,kingsbury-manx,,,New album out TODAY!
podcast,no,2009-11-27,0031,10,BREAK
podcast,no,2009-11-27,0031,11,Hurly / Burly,Man Man,man-man,,,Nice kegwork
podcast,no,2009-11-27,0031,12,Violet,Mellow,mellow,,,"Hit that flanger, Rex Essex"
podcast,no,2009-11-27,0031,13,Slack Angst,Amazing Blazak,amazing-blazak,,,Not even the internets knows much about them
podcast,no,2009-11-27,0031,14,BREAK
podcast,no,2009-11-27,0031,15,Vyoch Tyoch Tyoch,The Barry Sisters,barry-sisters,,,Classic music from the Yiddish tradition
podcast,no,2009-11-27,0031,16,Gameshow Rag/Cannon Ball Rag,Tommy Emmanuel,tommy-emmanuel,,,Too much for two minutes
podcast,no,2009-11-27,0031,17,Say,Girl In A Coma,girl-in-a-coma,,,On Joan Jett’s label
podcast,no,2009-11-27,0031,18,BREAK
podcast,no,2009-11-27,0031,19,Krupa,Apollo Four Forty,apollo-four-forty,,,As heard on video games and soundtracks all over the place
podcast,no,2009-11-27,0031,20,Shamemaker,Ween,ween,,,What to say other than hail Boognish
podcast,no,2009-11-27,0031,21,Dogflower,Tribe,tribe,,,From Boston and twenty years ago
wfit,no,2009-12-01,,1,Just One Of Those Things [Brazilian Girls Remix],Blossom Dearie,blossom-dearie,,4:49,Just one of those remixes
wfit,no,2009-12-01,,2,BREAK
wfit,no,2009-12-01,,3,(I'm A) Donkey For Your Love,Boat,boat,,,Unhinged is the word
wfit,no,2009-12-01,,4,Golden Apples,Country Teasers,country-teasers,,,Scottish rednecks
wfit,no,2009-12-01,,5,Epoxy For Example,fIREHOSE,firehose,,,From Flyin’ the Flannel
wfit,no,2009-12-01,,6,Bye Bye,The Blue Rags,blue-rags,,,Asheville superstars
wfit,no,2009-12-01,,7,BREAK
wfit,no,2009-12-01,,8,Everything I Got,Mike Pinto,mike-pinto,,,Thanks to Levi for turning me on to this one
wfit,no,2009-12-01,,9,Pussy Cat Rocks,Pepe Deluxe,pepe-deluxe,,,Ruckus Deluxe
wfit,no,2009-12-01,,10,Suck Machine Crater,Young Fresh Fellows,young-fresh-fellows,,,I’m digging the new album
wfit,no,2009-12-01,,11,What a Waste,Curve & Ian Dury,curve-ian-dury,,,What a mixture
wfit,no,2009-12-01,,12,BREAK
wfit,no,2009-12-01,,13,Mommy,The Slackers,slackers,,3:01,Rocksteady as always
wfit,no,2009-12-01,,14,Bei Mir Bist Du Shein (Merengue),Juan Calle and His Latin Lantzmen,juan-calle-his-latin-lantzmen,,,I term it klezmerengue
wfit,no,2009-12-01,,15,Watching the Detectives,Elvis Costello,elvis-costello,,,At his dubbiest
wfit,no,2009-12-01,,16,Rainbow Chaser,Nirvana,nirvana,,,"Not that Nirvana, the other one."
wfit,no,2009-12-01,,17,BREAK
wfit,no,2009-12-01,,18,William,The Wrens,wrens,,,Slow and wrendered
wfit,no,2009-12-01,,19,Oh!,The Breeders,breeders,,,The gorgeous Pod
wfit,no,2009-12-01,,20,My Little Van,Dirty Poodle,dirty-poodle,,,Melbourne natives
wfit,no,2009-12-01,,21,Tendrils and Paracetamol,The Moles,moles,,,Pounding like rowdy neighbors
wfit,no,2009-12-01,,22,BREAK
wfit,no,2009-12-01,,23,Kid On My Shoulders,White Rabbits ,white-rabbits,,,So dramatic!
wfit,no,2009-12-01,,24,This Piece of Poetry Is Meant to Do Harm,The Ark,ark,,,Britpop fer reals
wfit,no,2009-12-01,,25,Hell,Squirrel Nut Zippers,squirrel-nut-zippers,,,"Their old hit, here performed live"
wfit,no,2009-12-01,,26,BREAK
wfit,no,2009-12-01,,27,Call Me Up,Bio Ritmo,bio-ritmo,,,Get ready to rhumba
wfit,no,2009-12-01,,28,Finalmente,King Chango,king-chango,,,Tropical salad
wfit,no,2009-12-01,,29,Take Me Where the Flowers Grow,Money Mark,money-mark,,,This is where Dr. Zoltan stops listening
wfit,no,2009-12-01,,30,Insane Overdrive,Fort Lauderdale,fort-lauderdale,,,Impossible to find any information on them
wfit,no,2009-12-01,,31,BREAK
wfit,no,2009-12-01,,32,Magoo Opening,Cornelius,cornelius,,,Cuisinart
wfit,no,2009-12-01,,33,Wrong,Archers Of Loaf,archers-of-loaf,,,Candy sandpaper
wfit,no,2009-12-01,,34,It's Not My Birthday,They Might Be Giants,they-might-be-giants,,,Dedicated to everyone whose birthday isn’t today
wfit,no,2009-12-01,,35,BREAK
wfit,no,2009-12-01,,36,Happy Hour,The Promise Ring,promise-ring,,,Not the song by the Housemartins
wfit,no,2009-12-01,,37,Honey Honey Bee,Robinella And The CCstringband,robinella-ccstringband,,,Love that smoky voice
wfit,no,2009-12-01,,38,Zabumba No Mar,Zuco 103,zuco-103,,,Somewhere between Rotterdam and Rio
wfit,no,2009-12-01,,39,Lost in the Supermarket,The Clash,clash,,3:47,Lest we forget
wfit,no,2009-12-01,,40,BREAK
wfit,no,2009-12-01,,41,Solid Gold,VHS Or Beta,vhs-or-beta,,,Forward thinking and double-retro
wfit,no,2009-12-08,,1,Tenderness,Casper Fandango And His Tiny Sick Tears,casper-fandango-his-tiny-sick-tears,,4:10,Can’t stop pushing it
wfit,no,2009-12-08,,2,BREAK
wfit,no,2009-12-08,,3,(You Better Watch Your) Happy Home,The Fucking Eagles,fucking-eagles,,2:48,"We love them, despite the name"
wfit,no,2009-12-08,,4,Bohemian Like You,The Dandy Warhols,dandy-warhols,,3:28,Funny because it’s true
wfit,no,2009-12-08,,5,Studio Hair Gel,Barcelona,barcelona,,,Stereotypes are funny
wfit,no,2009-12-08,,6,BREAK
wfit,no,2009-12-08,,7,Ballad Of Jim Jones,The Brian Jonestown Massacre,brian-jonestown-massacre,,,Lo-fi and loving it
wfit,no,2009-12-08,,8,The Day My Baby Gave Me A Surprize,Devo,devo,,,"Hey, surprise"
wfit,no,2009-12-08,,9,A Schoolboy's Charm,American Analog Set,american-analog-set,,,From Austin
wfit,no,2009-12-08,,10,7th September 2003,The Elected,elected,,,Featuring people from Rilo Kiley
wfit,no,2009-12-08,,11,BREAK
wfit,no,2009-12-08,,12,Lipstick Vogue,Elvis Costello,elvis-costello,,,Classic bassic
wfit,no,2009-12-08,,13,Flathead,The Fratellis,fratellis,,,"Yeah, they’re Glaswegian"
wfit,no,2009-12-08,,14,Whose Side Are You On?,Decomposure,decomposure,,,"Chopped up, do not adjust your brain"
wfit,no,2009-12-08,,15,Hit Me With Your Rhythm Stick,Ian Dury & The Blockheads,ian-dury-blockheads,,,By request again again!
wfit,no,2009-12-08,,16,BREAK
wfit,no,2009-12-08,,17,Five Meals From One Chicken,Spot 1019,spot-1019,,1:33,Quite an accomplishment
wfit,no,2009-12-08,,18,Buena,"Joe ""King"" Carrasco",joe-king-carrasco,,,Remember the old MTV days?
wfit,no,2009-12-08,,19,Hair,Persons,persons,,,Or is it the Lainmeyers?
wfit,no,2009-12-08,,20,The Sequel,Amon Tobin,amon-tobin,,,Wonder what the original was about.
wfit,no,2009-12-08,,21,BREAK
wfit,no,2009-12-08,,22,Backburner,Mike Pinto,mike-pinto,,,Bare bones
wfit,no,2009-12-08,,23,Ex-Darling,Venice Shoreline Chris,venice-shoreline-chris,,,"I know it’s true, they’ll never like what they never get to hear"
wfit,no,2009-12-08,,24,Natural Disasters,Enon,enon,,,Wobbly music
wfit,no,2009-12-08,,25,Me an Arrow,Bob Wiseman,bob-wiseman,,3:56,Soulful and from Canadia
wfit,no,2009-12-08,,26,BREAK
wfit,no,2009-12-08,,27,Hearsed + Rehearsed,Choo Choo La Rouge,choo-choo-la-rouge,,,"Bostonians, surprisingly"
wfit,no,2009-12-08,,28,New Sneakers,Deerhoof,deerhoof,,,Do you dream in Japanese?
wfit,no,2009-12-08,,29,Percussion Gun,White Rabbits ,white-rabbits,,3:08,"Dedicated to Carole, who is on Paris time or something"
wfit,no,2009-12-08,,30,Cruel To Be Kind,Nick Lowe,nick-lowe,,,Check out the video on the facebook
wfit,no,2009-12-08,,31,BREAK
wfit,no,2009-12-08,,32,Love Has Got Me Crying Again,Denise James,denise-james,,,"So retro, I can taste the hairspray"
wfit,no,2009-12-08,,33,Silkworm,Arlo,arlo,,,Churning fuzziness
wfit,no,2009-12-08,,34,Salmon,Applied Communications,applied-communications,,3:47,Electro-spazcore from Jacksonville
wfit,no,2009-12-08,,35,That's What I Get,Nine Inch Nails,nine-inch-nails,,,Am I dating myself?
wfit,no,2009-12-08,,36,BREAK
wfit,no,2009-12-08,,37,Rock And Roll Heart,Garageland,garageland,,,Kiwis!
wfit,no,2009-12-08,,38,Bowie,Flight of the Conchords,flight-of-conchords,,3:16,More Kiwis!
wfit,no,2009-12-08,,39,Lamp Industries,Young Fresh Fellows,young-fresh-fellows,,,Not kiwis at all.
wfit,no,2009-12-08,,40,BREAK
wfit,no,2009-12-08,,41,Sho Nuff,Fatboy Slim,fatboy-slim,,,Dig the Andre Williams sample
wfit,no,2009-12-15,,1,Marciano II (Punk Version),Molotov,molotov,,,A taste of things to come
wfit,no,2009-12-15,,2,BREAK
wfit,no,2009-12-15,,3,Update Your Blog,Alex Arrowsmith,alex-arrowsmith,,,Sage advice for modern times
wfit,no,2009-12-15,,4,New Day I Hate,Young Fresh Fellows,young-fresh-fellows,,,The most fun you can have under half an hour
wfit,no,2009-12-15,,5,Coke,El Stew,el-stew,,,"Heady loops, y’all"
wfit,no,2009-12-15,,6,Que Bueno Baila,Grupo Vocal Sampling,grupo-vocal-sampling,,,From David Byrne’s Cuba Classics 2
wfit,no,2009-12-15,,7,BREAK
wfit,no,2009-12-15,,8,Yellow Fever,Mika Bomb,mika-bomb,,,From the UK
wfit,no,2009-12-15,,9,Mr. Orange,Dengue Fever,dengue-fever,,,"From the US, and kinda Cambodia"
wfit,no,2009-12-15,,10,My Sword Hand's Anger,Apostle of Hustle,apostle-of-hustle,,,Thrumming
wfit,no,2009-12-15,,11,We Are Not Going To Make It,The Presidents of The United States of America,presidents-of-united-states-of-america,,,Featuring a special gift from The Presidents
wfit,no,2009-12-15,,12,Wild Wild Workweek,Spot 1019,spot-1019,,,And I’m free to take lunch nearly whenever I want to...
wfit,no,2009-12-15,,13,BREAK
wfit,no,2009-12-15,,14,"Hey, Hey, Hey, Hey",House of Freaks,house-of-freaks,,,Eeriest of the eerie songs
wfit,no,2009-12-15,,15,Dear Señoritas,Mike Pinto,mike-pinto,,,Such a racket for a voice and a guitar
wfit,no,2009-12-15,,16,That Ain't Bad,Ratcat,ratcat,,,Aussies
wfit,no,2009-12-15,,17,Ten Dead Dogs,Wild Sweet Orange,wild-sweet-orange,,,Catchy title
wfit,no,2009-12-15,,18,BREAK
wfit,no,2009-12-15,,19,Blue Flowers,Dr. Octagon,dr-octagon,,,A true poet
wfit,no,2009-12-15,,20,Meet Me At The Club House,Quintron,quintron,,3:11,Live and bursting at the seams
wfit,no,2009-12-15,,21,That's What You Get With People Like That On Cruises Like These...,Solex,solex,,,"Dutch, staggering"
wfit,no,2009-12-15,,22,Little Bit,Lykke Li,lykke-li,,,Swedish
wfit,no,2009-12-15,,23,BREAK
wfit,no,2009-12-15,,24,Anna (El Negro Zumbon),Esquivel,esquivel,,,The godfather of Mexican music
wfit,no,2009-12-15,,25,Lo Que Me Exita...!!!,Los Explosivos,los-explosivos,,,Rawking out
wfit,no,2009-12-15,,26,Insensible,Juana Molina,juana-molina,,,In French?
wfit,no,2009-12-15,,27,El Barzón,Maldita Vecindad & Los Hijos Del Quinto Patio,maldita-vecindad-los-hijos-del-quinto-patio,,4:21,A modern parable of socialist mores
wfit,no,2009-12-15,,28,BREAK
wfit,no,2009-12-15,,29,Ojalá Que Llueva Café,Café Tacuba,cafe-tacuba,,,"Yodeling, even"
wfit,no,2009-12-15,,30,Nothing Really,Kinky,kinky,,,Soothing sounds
wfit,no,2009-12-15,,31,1234,Titan,titan,,,Spycraft
wfit,no,2009-12-15,,32,Quiero Que Me Quieras,Gael Garcia,gael-garcia,,,Wonder if the Librarian is listening?
wfit,no,2009-12-15,,33,BREAK
wfit,no,2009-12-15,,34,Quinceniera,The Bronx,bronx,,,Probably my favorite song this year
wfit,no,2009-12-15,,35,La Negra,Brave Combo,brave-combo,,,"A Mexican classic, via Denton, Texas"
wfit,no,2009-12-15,,36,Hombre Secreto (Secret Agent Man),The Plugz,plugz,,,With Tito Larriva
wfit,no,2009-12-15,,37,The El Burro Song,Los Super Seven,los-super-seven,,3:15,"Featuring members of Los Lobos, Joe Ely and more"
